Waybill,Client Name,client_location,Order #,Order Date,Pickup date,Client Pickup date,Payment Type,Current Status,Dispatch Center,Status_Type,Dispatch Count,Attempt Count,Invoice zone,Amount,COD Amount,Destination city,Destination State,Destination Pin,In Center,Last NSL,Last Scan Location,Last scan remarks,address invalid,Delivered date,Promise Date,Expected Date,First Pending Date,First Dispatch Date,Last Dispatch Date,Manifested Date,Last Scan Date
8445110203394,RAPPIDX SURFACE,Renu Enterprises,RPDX0032082,19/11/2021,19/11/2021,19/11/2021,COD,In Transit,Chumukeidma_2ndGate_D (Nagaland),Undelivered,0,,E,899,899,Chumukeidma,Nagaland,797115,Chandigarh_Raiprkln_C (Chandigarh),X-DLL2F,Tezpur_Sirajuli_I (Assam),Bag Added To Trip,FALSE,,29/11/2021,29/11/2021,,,,19/11/2021,26/11/2021
8445110203556,RAPPIDX SURFACE,Renu Enterprises,RPDX0032098,20/11/2021,20/11/2021,20/11/2021,COD,Delivered,Srinagar_KothiBagh_DPP (Jammu & Kashmir),Delivered,1,1,F,899,899,Srinagar,Jammu & Kashmir,190003,Chandigarh_Raiprkln_C (Chandigarh),EOD-38,Srinagar_KothiBagh_DPP (Jammu & Kashmir),Delivered to consignee,FALSE,25/11/2021,27/11/2021,27/11/2021,24/11/2021,25/11/2021,25/11/2021,20/11/2021,25/11/2021
8445110203313,RAPPIDX SURFACE,Renu Enterprises,RPDX0032043,16/11/2021,16/11/2021,16/11/2021,COD,Delivered,PortBlair_PNBBranch_D (Andaman & Nicobar),Delivered,1,1,F,899,899,Port Blair,Andaman & Nicobar,744101,Chandigarh_Raiprkln_C (Chandigarh),ED-100,PortBlair_PNBBranch_D (Andaman & Nicobar),Delivered to Consignee,FALSE,19/11/2021,25/11/2021,25/11/2021,18/11/2021,19/11/2021,19/11/2021,16/11/2021,19/11/2021
8445110202016,RAPPIDX SURFACE,Renu Enterprises,RPDX0031962,02/11/2021,02/11/2021,02/11/2021,COD,Delivered,PortBlair_Nayagon_D (Andaman & Nicobar),Delivered,1,1,F,899,899,Port Blair,Andaman & Nicobar,744106,Chandigarh_Raiprkln_C (Chandigarh),EOD-38,PortBlair_Nayagon_D (Andaman & Nicobar),Delivered to consignee,TRUE,24/11/2021,11/11/2021,16/11/2021,23/11/2021,24/11/2021,24/11/2021,02/11/2021,24/11/2021
8445110210210,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033059,24/11/2021,25/11/2021,25/11/2021,COD,In Transit,CCU_Taratala (West Bengal),Undelivered,0,,C2,1599,1599,Kolkata,West Bengal,700044,Delhi_Airport_GW (Delhi),X-DLL2F,Gurgaon_Tauru_GW (Haryana),Bag Added To Trip,FALSE,,30/11/2021,30/11/2021,,,,24/11/2021,26/11/2021
8445110209484,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032807,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Daudnagar_Tarar_D (Bihar),Undelivered,0,,D1,1599,1599,Daudnagar,Bihar,824127,Delhi_Airport_GW (Delhi),X-DLL2F,Gaya_Kharanti_I (Bihar),Bag Added To Trip,FALSE,,27/11/2021,27/11/2021,,,,23/11/2021,26/11/2021
8445110205166,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032259,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Tirupur_KangayamRd_D (Tamil Nadu),Undelivered,0,,D2,1599,1599,Tirupur,Tamil Nadu,641604,Delhi_Airport_GW (Delhi),X-ILL1F,Coimbatore_Kaniyur_H (Tamil Nadu),Bag Received at Facility,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110205564,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032299,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Vijayawada_Patamata_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Vijayawada,Andhra Pradesh,520010,Delhi_Airport_GW (Delhi),X-ILL1F,Vijayawada_Patamata_D (Andhra Pradesh),Bag Received at Facility,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110205892,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032332,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Vijayawada_Patamata_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Vijayawada,Andhra Pradesh,521151,Delhi_Airport_GW (Delhi),X-ILL1F,Vijayawada_Patamata_D (Andhra Pradesh),Bag Received at Facility,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110204632,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032206,22/11/2021,22/11/2021,22/11/2021,COD,Pending,Vijayawada_RamNgr_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Vijayawada,Andhra Pradesh,520010,Delhi_Airport_GW (Delhi),X-IBD3F,Vijayawada_RamNgr_D (Andhra Pradesh),Shipment Received at Facility,TRUE,,28/11/2021,29/11/2021,26/11/2021,,,22/11/2021,26/11/2021
8445110208585,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032626,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Koratagere_BodbndnaHlli_D (Karnataka),Undelivered,0,,D2,1599,1599,Koratagere,Karnataka,572129,Delhi_Airport_GW (Delhi),X-ILL2F,Bangalore_Soukyaroad_GW (Karnataka),Trip Arrived,TRUE,,29/11/2021,29/11/2021,,,,23/11/2021,26/11/2021
8445110210416,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033079,24/11/2021,25/11/2021,25/11/2021,COD,In Transit,BirpurJK_PurmandalRoad_D (Jammu & Kashmir),Undelivered,0,,E,1599,1599,BirpurJK,Jammu & Kashmir,181133,Delhi_Airport_GW (Delhi),X-ILL1F,Gurgaon_Tauru_GW (Haryana),Bag Received at Facility,TRUE,,30/11/2021,30/11/2021,,,,24/11/2021,26/11/2021
8445110206592,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032402,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Mysore_AlanahalliPolStn_D (Karnataka),Undelivered,0,,D2,1599,1599,Mysore,Karnataka,570019,Delhi_Airport_GW (Delhi),X-DLL2F,Bangalore_Soukyaroad_GW (Karnataka),Bag Added To Trip,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110207771,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032520,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Mysore_Hebbal_D (Karnataka),Undelivered,0,,D2,1599,1599,Mysore,Karnataka,570020,Delhi_Airport_GW (Delhi),X-DLL2F,Bangalore_Soukyaroad_GW (Karnataka),Bag Added To Trip,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110204330,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032176,22/11/2021,22/11/2021,22/11/2021,COD,Pending,Yellandu_Sudimala_D (Telangana),Undelivered,0,,D2,1599,1599,Yellandu,Telangana,507123,Delhi_Airport_GW (Delhi),X-IBD3F,Yellandu_Sudimala_D (Telangana),Shipment Received at Facility,FALSE,,27/11/2021,29/11/2021,26/11/2021,,,22/11/2021,26/11/2021
8445110209123,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032680,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Moradabad_Menather_D (Uttar Pradesh),Undelivered,0,,B,1599,1599,Moradabad,Uttar Pradesh,244001,Delhi_Airport_GW (Delhi),CS-101,Moradabad_Menather_D (Uttar Pradesh),Received At Delhivery Hub,FALSE,,25/11/2021,25/11/2021,,,,23/11/2021,26/11/2021
8445110206113,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032354,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Mumbai_Badlapur_D (Maharashtra),Undelivered,0,,C2,1599,1599,Greater Thane,Maharashtra,421503,Delhi_Airport_GW (Delhi),X-ILL2F,Mumbai_Badlapur_D (Maharashtra),Trip Arrived,FALSE,,27/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110206146,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032357,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Bengaluru_West_D_10 (Karnataka),Undelivered,0,,C2,1599,1599,Bangalore,Karnataka,560091,Delhi_Airport_GW (Delhi),X-DLL2F,Bengaluru_Kengeri_IP (Karnataka),Bag Added To Trip,TRUE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110205682,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032311,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Vijayawada_Bhavanipuram_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Vijayawada,Andhra Pradesh,520015,Delhi_Airport_GW (Delhi),X-ILL2F,Vijayawada_Bhavanipuram_D (Andhra Pradesh),Trip Arrived,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110203582,RAPPIDX SURFACE,Renu Enterprises,RPDX0032101,20/11/2021,20/11/2021,20/11/2021,COD,In Transit,Pala_PonadKaroor_D (Kerala),Undelivered,0,,D2,899,899,Pala,Kerala,686564,Chandigarh_Raiprkln_C (Chandigarh),X-ILL1F,Pala_PonadKaroor_D (Kerala),Bag Received at Facility,FALSE,,27/11/2021,29/11/2021,,,,20/11/2021,26/11/2021
8445110207535,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032496,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Hyd_Uppal_Dc (Telangana),Undelivered,0,,C2,1599,1599,Hyderabad,Telangana,500013,Delhi_Airport_GW (Delhi),X-ILL2F,Hyd_Uppal_Dc (Telangana),Trip Arrived,FALSE,,27/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110213006,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033338,25/11/2021,25/11/2021,25/11/2021,COD,In Transit,Kolaghat_GopalNgr_DPP (West Bengal),Undelivered,0,,D2,1599,1599,Kolaghat,West Bengal,721151,Delhi_Airport_GW (Delhi),X-DLL2F,Gurgaon_Tauru_GW (Haryana),Bag Added To Trip,FALSE,,01/12/2021,01/12/2021,,,,25/11/2021,26/11/2021
8445110205656,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032308,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Tirupur_Pitchmplym_D (Tamil Nadu),Undelivered,0,,D2,1599,1599,Tirupur,Tamil Nadu,641602,Delhi_Airport_GW (Delhi),X-ILL1F,Coimbatore_Kaniyur_H (Tamil Nadu),Bag Received at Facility,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110204083,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032151,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Belgaum_GandhiNgr_D (Karnataka),Undelivered,0,,D2,1599,1599,Belgaum,Karnataka,590003,Delhi_Airport_GW (Delhi),X-ILL1F,Kolhapur_HupariRd_H (Maharashtra),Bag Received at Facility,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110201110,RAPPIDX SURFACE,Renu Enterprises,RPDX0031571,01/11/2021,02/11/2021,02/11/2021,COD,In Transit,Imphal_Sagolband_D (Manipur),RT,3,2,F,899,899,Imphal,Manipur,795001,Chandigarh_Raiprkln_C (Chandigarh),X-DLL2F,Imphal_Thangjam_I (Manipur),Bag Added To Trip,FALSE,,12/11/2021,12/11/2021,13/11/2021,13/11/2021,21/11/2021,01/11/2021,25/11/2021
8445110207815,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032524,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Anantapur_RamchndraNgr_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Anantapur,Andhra Pradesh,515001,Delhi_Airport_GW (Delhi),X-DLL2F,Gurgaon_Tauru_GW (Haryana),Bag Added To Trip,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,24/11/2021
8445110212236,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033261,25/11/2021,25/11/2021,25/11/2021,COD,In Transit,Siliguri_Ashram_DC (West Bengal),Undelivered,0,,D1,1599,1599,Siliguri,West Bengal,734001,Delhi_Airport_GW (Delhi),X-ILL1F,Gurgaon_Tauru_GW (Haryana),Bag Received at Facility,FALSE,,30/11/2021,30/11/2021,,,,25/11/2021,26/11/2021
8445110205940,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032337,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Bengaluru_Millers_Dc (Karnataka),Undelivered,0,,C2,1599,1599,Bangalore,Karnataka,560009,Delhi_Airport_GW (Delhi),CS-CSL,Bangalore_Soukyaroad_I (Karnataka),Received At Delhivery Hub,TRUE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110208795,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032647,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Doddaballapura_RangppCir_D (Karnataka),Undelivered,0,,C2,1599,1599,Doddaballapura,Karnataka,560064,Delhi_Airport_GW (Delhi),X-ILL2F,Bangalore_Soukyaroad_GW (Karnataka),Trip Arrived,FALSE,,29/11/2021,29/11/2021,,,,23/11/2021,26/11/2021
8445110206404,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032383,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Vijayawada_Patamata_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Vijayawada,Andhra Pradesh,521151,Delhi_Airport_GW (Delhi),X-ILL1F,Vijayawada_Patamata_D (Andhra Pradesh),Bag Received at Facility,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110205225,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032265,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Miryalguda_Ragvendr_D (Telangana),Undelivered,0,,D2,1599,1599,Miryalaguda,Telangana,508207,Delhi_Airport_GW (Delhi),X-ILL1F,Miryalguda_Ragvendr_D (Telangana),Bag Received at Facility,FALSE,,27/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110208331,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032576,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Marhowarah_StatinRD_D (Bihar),Undelivered,0,,D1,1599,1599,Marhowarah,Bihar,841419,Delhi_Airport_GW (Delhi),X-DBL1F,Chhapra_Ramnagar_I (Bihar),Added to Bag,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110212984,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033336,25/11/2021,25/11/2021,25/11/2021,COD,In Transit,Meerut_GangaNgr_DC (Uttar Pradesh),Undelivered,0,,B,1599,1599,Meerut,Uttar Pradesh,250004,Delhi_Airport_GW (Delhi),X-DLL2F,Meerut_Rihani_I (Uttar Pradesh),Bag Added To Trip,FALSE,,27/11/2021,27/11/2021,,,,25/11/2021,26/11/2021
8445110207686,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032511,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Mundakayam_Paigna_D (Kerala),Undelivered,0,,D2,1599,1599,Mundakayam,Kerala,686514,Delhi_Airport_GW (Delhi),X-ILL1F,Coimbatore_Kaniyur_H (Tamil Nadu),Bag Received at Facility,FALSE,,30/11/2021,01/12/2021,,,,22/11/2021,26/11/2021
8445110209775,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033015,24/11/2021,25/11/2021,25/11/2021,COD,In Transit,Bilaspur_Lingiyadih_D (Chhattisgarh),Undelivered,0,,D1,1599,1599,Bilaspur,Chhattisgarh,495001,Delhi_Airport_GW (Delhi),X-ILL1F,Gurgaon_Tauru_GW (Haryana),Bag Received at Facility,FALSE,,30/11/2021,30/11/2021,,,,24/11/2021,26/11/2021
8445110212995,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033337,25/11/2021,25/11/2021,25/11/2021,COD,In Transit,Hooghly_DC (West Bengal),Undelivered,0,,C2,1599,1599,Hooghly,West Bengal,712249,Delhi_Airport_GW (Delhi),X-DLL2F,Gurgaon_Tauru_GW (Haryana),Bag Added To Trip,FALSE,,30/11/2021,30/11/2021,,,,25/11/2021,26/11/2021
8445110203884,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032131,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Chamarjngr_BrDbleRd_D (Karnataka),Undelivered,0,,D2,1599,1599,Chamarajanagar,Karnataka,571313,Delhi_Airport_GW (Delhi),CS-CSL,Bangalore_Soukyaroad_I (Karnataka),Received At Delhivery Hub,TRUE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110213080,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033346,25/11/2021,25/11/2021,25/11/2021,COD,In Transit,Tiruppattur_KrishagiriRd_D (Tamil Nadu),Undelivered,0,,D2,1599,1599,Tiruppattur,Tamil Nadu,635851,Delhi_Airport_GW (Delhi),X-ILL1F,Gurgaon_Tauru_GW (Haryana),Bag Received at Facility,FALSE,,01/12/2021,01/12/2021,,,,25/11/2021,26/11/2021
8445110203851,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032128,22/11/2021,22/11/2021,22/11/2021,COD,Pending,Samarlakota_CHC_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Samarlakota,Andhra Pradesh,533450,Delhi_Airport_GW (Delhi),X-IBD3F,Samarlakota_CHC_D (Andhra Pradesh),Shipment Received at Facility,FALSE,,28/11/2021,29/11/2021,26/11/2021,,,22/11/2021,26/11/2021
8445110207804,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032523,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Mumbai_East_D_22 (Maharashtra),Undelivered,0,,C2,1599,1599,Greater Thane,Maharashtra,421302,Delhi_Airport_GW (Delhi),X-DLL2F,Bhiwandi_Mega_GW (Maharashtra),Bag Added To Trip,FALSE,,27/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110208740,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032642,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Morbi_MahavirNagar_D (Gujarat),Undelivered,0,,D1,1599,1599,Morbi,Gujarat,363641,Delhi_Airport_GW (Delhi),X-DLL2F,Ahmedabad_AslaliRoad_GW (Gujarat),Bag Added To Trip,FALSE,,27/11/2021,27/11/2021,,,,23/11/2021,26/11/2021
8445110204831,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032226,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Morbi_MahavirNagar_D (Gujarat),Undelivered,0,,D1,1599,1599,Morbi,Gujarat,363641,Delhi_Airport_GW (Delhi),X-DBL1F,Rajkot_Sokhda_H (Gujarat),Added to Bag,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110203652,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032108,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Sankarapuram_KLKRoad_D (Tamil Nadu),Undelivered,0,,D2,1599,1599,Sankarapuram,Tamil Nadu,606208,Delhi_Airport_GW (Delhi),DLYLH-105,Viluppuram_GenjiRd_I (Tamil Nadu),Vehicle delayed,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110207616,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032504,22/11/2021,22/11/2021,22/11/2021,COD,Pending,DeoliRJ_AmbedkarColny_DPP (Rajasthan),Undelivered,1,1,B,1599,1599,Deoli-RJ,Rajasthan,311201,Delhi_Airport_GW (Delhi),EOD-3,DeoliRJ_AmbedkarColny_DPP (Rajasthan),Delivery date rescheduled,FALSE,,26/11/2021,27/11/2021,25/11/2021,25/11/2021,25/11/2021,22/11/2021,25/11/2021
8445110207653,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032508,22/11/2021,22/11/2021,22/11/2021,COD,Pending,Patran_MheshNGR_D (Punjab),Undelivered,1,1,B,1599,1599,Patran,Punjab,147105,Delhi_Airport_GW (Delhi),EOD-74,Patran_MheshNGR_D (Punjab),Address quality issue,TRUE,,25/11/2021,26/11/2021,25/11/2021,25/11/2021,25/11/2021,22/11/2021,25/11/2021
8445110209075,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032675,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Dholka_BalajiSqr_D (Gujarat),Undelivered,0,,C1,1599,1599,Dholka,Gujarat,382260,Delhi_Airport_GW (Delhi),DLYDC-102,Ahmedabad_AslaliRoad_GW (Gujarat),Natural Disaster,TRUE,,27/11/2021,27/11/2021,,,,23/11/2021,26/11/2021
8445110209322,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032707,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Ahmedabad_AslaliRoad_D (Gujarat),Undelivered,0,,C1,1599,1599,Ahmedabad,Gujarat,382445,Delhi_Airport_GW (Delhi),X-ILL1F,Ahmedabad_AslaliRoad_GW (Gujarat),Bag Received at Facility,FALSE,,28/11/2021,28/11/2021,,,,23/11/2021,26/11/2021
8445110204864,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032229,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Ojhar_OzarMig_DPP (Maharashtra),Undelivered,0,,D1,1599,1599,Ojhar,Maharashtra,422209,Delhi_Airport_GW (Delhi),X-DLL2F,Nashik_BphnaWhsng_I (Maharashtra),Bag Added To Trip,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110207874,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032530,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Tamulpur_Baregaon_D (Assam),Undelivered,0,,E,1599,1599,Baksha,Assam,781360,Delhi_Airport_GW (Delhi),X-DBL1F,Guwahati_Kaikchi_GW (Assam),Added to Bag,FALSE,,29/11/2021,26/11/2021,,,,22/11/2021,26/11/2021
8445110208003,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032543,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Hojai_KrishnaNagar_D (Assam),Undelivered,0,,E,1599,1599,Hojai,Assam,782435,Delhi_Airport_GW (Delhi),X-DBL1F,Guwahati_Kaikchi_GW (Assam),Added to Bag,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110197816,RAPPIDX SURFACE,KD Enterprises,RPDX0031236,29/10/2021,30/10/2021,30/10/2021,COD,RTO,Chandigarh_MohliPhase8_D (Punjab),Delivered,4,3,B,1399,1399,Mohali,Punjab,160070,Noida_Sector63DBlock_C (Uttar Pradesh),RD-AC,Noida_Sector59_R (Uttar Pradesh),RETURN Accepted,FALSE,18/11/2021,03/11/2021,03/11/2021,06/11/2021,06/11/2021,18/11/2021,29/10/2021,18/11/2021
8445110195565,RAPPIDX SURFACE,KD Enterprises,RPDX0031011,29/10/2021,30/10/2021,30/10/2021,COD,RTO,Mysuru_VivekanandaNgr_D (Karnataka),Delivered,2,2,D2,1399,1399,Mysore,Karnataka,570022,Noida_Sector63DBlock_C (Uttar Pradesh),RD-AC,Noida_Sector59_R (Uttar Pradesh),RETURN Accepted,TRUE,18/11/2021,05/11/2021,05/11/2021,05/11/2021,05/11/2021,18/11/2021,29/10/2021,18/11/2021
8445110200163,RAPPIDX SURFACE,KD Enterprises,RPDX0031477,30/10/2021,02/11/2021,02/11/2021,COD,RTO,Kota_Trnsprtngr_D (Rajasthan),Delivered,1,1,D1,1399,1399,Kota,Rajasthan,324006,Noida_Sector63DBlock_C (Uttar Pradesh),RD-AC,Noida_Sector59_R (Uttar Pradesh),RETURN Accepted,FALSE,18/11/2021,06/11/2021,06/11/2021,06/11/2021,08/11/2021,18/11/2021,30/10/2021,18/11/2021
8445110205181,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032261,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Gobicheti_Ward25_D (Tamil Nadu),Undelivered,0,,D2,1599,1599,Gobichettipalayam,Tamil Nadu,638460,Delhi_Airport_GW (Delhi),X-DLL2F,Gurgaon_Tauru_GW (Haryana),Bag Added To Trip,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,24/11/2021
8445110204201,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032163,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Kalapathar_Fatehgarhrd_D (Orissa),Undelivered,0,,D2,1599,1599,Kalapathar,Orissa,754007,Delhi_Airport_GW (Delhi),X-ILL1F,Kalapathar_Fatehgarhrd_D (Orissa),Bag Received at Facility,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110207012,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032444,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Tumkur_SaraswathiP_D (Karnataka),Undelivered,0,,D2,1599,1599,Tumkur,Karnataka,572105,Delhi_Airport_GW (Delhi),X-ILL1F,Bangalore_Soukyaroad_GW (Karnataka),Bag Received at Facility,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110205800,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032323,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Imphal_MnprUnvrsty_D (Manipur),Undelivered,0,,F,1599,1599,Imphal,Manipur,795008,Delhi_Airport_GW (Delhi),X-ILL1F,Guwahati_Kaikchi_GW (Assam),Bag Received at Facility,FALSE,,02/12/2021,03/12/2021,,,,22/11/2021,26/11/2021
8445110203825,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032125,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Pollachi_Lakshimipuram_D (Tamil Nadu),Undelivered,0,,D2,1599,1599,Pollachi,Tamil Nadu,642001,Delhi_Airport_GW (Delhi),DLYLH-105,Coimbatore_Kaniyur_H (Tamil Nadu),Vehicle delayed,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110206091,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032352,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Shevgaon_MiriRd_DPP (Maharashtra),Undelivered,0,,D1,1599,1599,Shevgaon,Maharashtra,414503,Delhi_Airport_GW (Delhi),X-DLL2F,Pune_Sudhwadi_GW (Maharashtra),Bag Added To Trip,FALSE,,29/11/2021,30/11/2021,,,,22/11/2021,26/11/2021
8445110209425,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032775,23/11/2021,23/11/2021,23/11/2021,COD,In Transit,Pilibhit_AvasVikas_D (Uttar Pradesh),Undelivered,0,,B,1599,1599,Pilibhit,Uttar Pradesh,262305,Delhi_Airport_GW (Delhi),X-ILL2F,Pilibhit_AvasVikas_D (Uttar Pradesh),Trip Arrived,FALSE,,26/11/2021,26/11/2021,,,,23/11/2021,26/11/2021
8445110205833,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0032326,22/11/2021,22/11/2021,22/11/2021,COD,In Transit,Draksharamam_Anaipeta_D (Andhra Pradesh),Undelivered,0,,D2,1599,1599,Draksharamam,Andhra Pradesh,533263,Delhi_Airport_GW (Delhi),X-ILL2F,Draksharamam_Anaipeta_D (Andhra Pradesh),Trip Arrived,FALSE,,28/11/2021,29/11/2021,,,,22/11/2021,26/11/2021
8445110211046,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0033142,24/11/2021,24/11/2021,24/11/2021,COD,In Transit,Amroha_SamitiRd_D (Uttar Pradesh),Undelivered,0,,B,1599,1599,Amroha,Uttar Pradesh,244222,Delhi_Airport_GW (Delhi),X-ILL1F,Amroha_SamitiRd_D (Uttar Pradesh),Bag Received at Facility,FALSE,,26/11/2021,26/11/2021,,,,24/11/2021,26/11/2021
