Waybill,Client Name,client_location,Order #,Order Date,Pickup date,Client Pickup date,Payment Type,Current Status,Dispatch Center,Status_Type,Dispatch Count,Attempt Count,Invoice zone,Amount,COD Amount,Destination city,Destination State,Destination Pin,In Center,Last NSL,Last Scan Location,Last scan remarks,address invalid,Delivered date,Promise Date,Expected Date,First Pending Date,First Dispatch Date,Last Dispatch Date,Manifested Date,Last Scan Date
8445110154055,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0023346,30/09/2021,01/10/2021,01/10/2021,COD,RTO,Kalpetta_Madiyur_D (Kerala),Delivered,1,1,D2,1399,1399,Kalpetta,Kerala,673124,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,09/10/2021,11/10/2021,08/10/2021,08/10/2021,09/11/2021,30/09/2021,09/11/2021
8445110183691,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028710,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Kandukur_LICOffce_D (Andhra Pradesh),Delivered,1,1,D2,1399,1399,Kandukur,Andhra Pradesh,523281,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,24/10/2021,24/10/2021,26/10/2021,26/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110183886,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028729,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Davangere_VinayakaNagar_D (Karnataka),Delivered,3,3,D2,1399,1399,Davangere,Karnataka,577601,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,24/10/2021,24/10/2021,24/10/2021,24/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110182722,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028536,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Coonoor_Fairybnk_D (Tamil Nadu),Delivered,1,1,D2,1399,1399,Coonoor,Tamil Nadu,643101,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,21/10/2021,21/10/2021,27/10/2021,27/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110171555,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027351,11/10/2021,13/10/2021,13/10/2021,COD,RTO,Ashta_VijayNgr_D (Madhya Pradesh),Delivered,4,5,D1,1399,1399,Ashta,Madhya Pradesh,466116,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,17/10/2021,17/10/2021,17/10/2021,17/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110181801,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028444,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Chanchal_ChitholiaRd_DPP (West Bengal),Delivered,1,1,D2,1399,1399,Chanchal,West Bengal,732125,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,23/10/2021,25/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110181532,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028417,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Margherita_CivilHPL_D (Assam),Delivered,1,1,E,1399,1399,Margherita,Assam,786181,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,23/10/2021,23/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110169046,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027100,11/10/2021,13/10/2021,13/10/2021,COD,RTO,Dimapur_VeterinaryColony_D (Nagaland),Delivered,2,3,E,1399,1399,Dimapur,Nagaland,797112,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,21/10/2021,21/10/2021,22/10/2021,22/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110184505,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028791,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Kaliachak_LICDPP_D (West Bengal),Delivered,1,1,D1,1399,1399,Kaliachak,West Bengal,732201,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,23/10/2021,23/10/2021,24/10/2021,26/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110170936,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027289,11/10/2021,11/10/2021,11/10/2021,COD,RTO,Malda_MangalBari_D (West Bengal),Delivered,3,3,D2,1399,1399,Malda,West Bengal,732101,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,18/10/2021,18/10/2021,19/10/2021,19/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110169923,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027188,11/10/2021,15/10/2021,15/10/2021,COD,RTO,Pala_PonadKaroor_D (Kerala),Delivered,1,1,D2,1399,1399,Pala,Kerala,686503,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,21/10/2021,21/10/2021,22/10/2021,22/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110169363,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027132,11/10/2021,13/10/2021,13/10/2021,COD,RTO,Barasat_KrshnNgr_D (West Bengal),Delivered,1,1,D2,1399,1399,Barasat,West Bengal,700124,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,18/10/2021,18/10/2021,26/10/2021,26/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110182475,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028511,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Tumkur_SaraswathiP_D (Karnataka),Delivered,1,1,D2,1399,1399,Tumkur,Karnataka,572105,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,23/10/2021,25/10/2021,27/10/2021,28/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110170575,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027253,11/10/2021,11/10/2021,11/10/2021,COD,RTO,Arimbur_Elthuruth_D (Kerala),Delivered,1,1,D2,1399,1399,Arimbur,Kerala,680619,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,17/10/2021,17/10/2021,24/10/2021,24/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110182280,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028492,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Bhatiya_Kalyanpur_DPP (Gujarat),Delivered,2,2,D1,1399,1399,Bhatiya,Gujarat,361306,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,21/10/2021,21/10/2021,20/10/2021,21/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110185054,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028846,14/10/2021,16/10/2021,16/10/2021,COD,RTO,Alappuzha_Pazhvedu_D (Kerala),Delivered,3,3,D2,1399,1399,Alappuzha,Kerala,688522,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,23/10/2021,25/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110183201,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028584,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Nanpara_BusStand_D (Uttar Pradesh),Delivered,4,4,D1,1399,1399,Nanpara,Uttar Pradesh,271865,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,20/10/2021,20/10/2021,19/10/2021,21/10/2021,09/11/2021,13/10/2021,09/11/2021
